Company Name,Exchange,Ticker,Industry Group,Country,Broad Group,Sub Group
Magellan Gold Corporation ,OTCPK,MAGE,Precious Metals,United States,United States,United States
Mexus Gold US ,OTCPK,MXSG,Precious Metals,United States,United States,United States
MineralRite Corporation ,OTCPK,RITE,Precious Metals,United States,United States,United States
"Monkey Rock Group, Inc. ",OTCPK,MKRO,Precious Metals,United States,United States,United States
Nevada Canyon Gold Corp. ,OTCPK,NGLD,Precious Metals,United States,United States,United States
New World Gold Corp. ,OTCPK,NWGC,Precious Metals,United States,United States,United States
Newmont Corporation ,NYSE,NEM,Precious Metals,United States,United States,United States
NexGen Mining Incorporated ,OTCPK,NXGM,Precious Metals,United States,United States,United States
North Bay Resources Inc. ,OTCPK,NBRI,Precious Metals,United States,United States,United States
North Springs Resources Corp ,OTCPK,NSRS,Precious Metals,United States,United States,United States
"O.A.T., Inc. ",OTCPK,OATN,Precious Metals,United States,United States,United States
"OM Holdings International, Inc. ",OTCPK,POTG.D,Precious Metals,United States,United States,United States
Onassis Holdings Corp. ,OTCPK,ONSS,Precious Metals,United States,United States,United States
"Original Sixteen to One Mine, Inc. ",OTCPK,OSTO,Precious Metals,United States,United States,United States
"Osceola Gold, Inc. ",OTCPK,OSCI,Precious Metals,United States,United States,United States
"Palayan Resources, Inc. ",OTCPK,PLYN,Precious Metals,United States,United States,United States
Paramount Gold Nevada Corp. ,AMEX,PZG,Precious Metals,United States,United States,United States
Patriot Gold Corp. ,OTCPK,PGOL,Precious Metals,United States,United States,United States
Pengram Corporation ,OTCPK,PNGM,Precious Metals,United States,United States,United States
"Pershing Resources Company, Inc. ",OTCPK,PSGR,Precious Metals,United States,United States,United States
"Piedmont Mining Company, Inc. ",OTCPK,PIED,Precious Metals,United States,United States,United States
Polaris International Holdings Inc. ,OTCPK,PIHN,Precious Metals,United States,United States,United States
"Premium Exploration, Inc. ",OTCPK,PMME.F,Precious Metals,United States,United States,United States
Radium Resources Corp. ,OTCPK,RADR,Precious Metals,United States,United States,United States
"Rock Energy Resources, Inc. ",OTCPK,RCKE,Precious Metals,United States,United States,United States
"Royal Gold, Inc. ",NasdaqGS,RGLD,Precious Metals,United States,United States,United States
Royal Mines and Minerals Corp ,OTCPK,RYMM,Precious Metals,United States,United States,United States
Searchlight Minerals Corp. ,OTCPK,SRCH,Precious Metals,United States,United States,United States
Sidney Resources Corp. ,OTCPK,SDRC,Precious Metals,United States,United States,United States
"Silver Scott Mines, Inc. ",OTCPK,SILS,Precious Metals,United States,United States,United States
Sixth Wave Innovations Inc. ,OTCPK,ATUR.F,Precious Metals,United States,United States,United States
"Southridge Enterprises, Inc. ",OTCPK,SRGE,Precious Metals,United States,United States,United States
"SStartrade Tech, Inc. ",OTCPK,SSTT,Precious Metals,United States,United States,United States
"Standard Metals Processing, Inc. ",OTCPK,SMPR,Precious Metals,United States,United States,United States
Star Alliance International Corp. ,OTCPK,STAL,Precious Metals,United States,United States,United States
Star Gold Corp. ,OTCPK,SRGZ,Precious Metals,United States,United States,United States
"Thunder Mountain Gold, Inc. ",OTCPK,THMG,Precious Metals,United States,United States,United States
Timberline Resources Corporation ,OTCPK,TLRS,Precious Metals,United States,United States,United States
"Tonogold Resources, Inc. ",OTCPK,TNGL,Precious Metals,United States,United States,United States
"TriStar Gold, Inc. ",TSXV,TSG,Precious Metals,United States,United States,United States
"United Resource Holdings Group, Inc. ",OTCPK,URHG,Precious Metals,United States,United States,United States
USCorp ,OTCPK,USCS,Precious Metals,United States,United States,United States
Vindicator Silver Lead Mining Co. ,OTCPK,VINS,Precious Metals,United States,United States,United States
Vista Gold Corp. ,AMEX,VGZ,Precious Metals,United States,United States,United States
"Walker Lane Exploration, Inc. ",OTCPK,WKLN,Precious Metals,United States,United States,United States
"WestMountain Gold, Inc. ",OTCPK,WMTN,Precious Metals,United States,United States,United States
"Wineco Productions, Inc. ",OTCPK,WNCP,Precious Metals,United States,United States,United States
Xtra Energy Corp. ,OTCPK,XTPT,Precious Metals,United States,United States,United States
Auplata Mining Group ,ENXTPA,ALAMG,Precious Metals,French Guiana,,
A.H. Belo Corporation ,NYSE,AHC,Publishing & Newspapers,United States,United States,United States
American Community Newspapers Inc. ,OTCPK,ACNI,Publishing & Newspapers,United States,United States,United States
Brady Corporation ,NYSE,BRC,Publishing & Newspapers,United States,United States,United States
"Champion Industries, Inc. ",OTCPK,CHMP,Publishing & Newspapers,United States,United States,United States
Daily Journal Corporation ,NasdaqCM,DJCO,Publishing & Newspapers,United States,United States,United States
Deluxe Corporation ,NYSE,DLX,Publishing & Newspapers,United States,United States,United States
"Document Security Systems, Inc. ",AMEX,DSS,Publishing & Newspapers,United States,United States,United States
"Ennis, Inc. ",NYSE,EBF,Publishing & Newspapers,United States,United States,United States
"Gannett Co., Inc. ",NYSE,GCI,Publishing & Newspapers,United States,United States,United States
"IDW Media Holdings, Inc. ",OTCPK,IDWM,Publishing & Newspapers,United States,United States,United States
Imagexpres Corp. ,OTCPK,IMJX,Publishing & Newspapers,United States,United States,United States
"John Wiley & Sons, Inc. ",NYSE,JW.A,Publishing & Newspapers,United States,United States,United States
"Laser Master International, Inc. ",OTCPK,LMTI,Publishing & Newspapers,United States,United States,United States
"Lee Enterprises, Incorporated ",NYSE,LEE,Publishing & Newspapers,United States,United States,United States
"LSC Communications, Inc. ",OTCPK,LKSD.Q,Publishing & Newspapers,United States,United States,United States
Mastery Education ,OTCPK,PEDH,Publishing & Newspapers,United States,United States,United States
Meredith Corporation ,NYSE,MDP,Publishing & Newspapers,United States,United States,United States
"Monarch Services, Inc. ",OTCPK,MAHI,Publishing & Newspapers,United States,United States,United States
News Corporation ,NasdaqGS,NWSA,Publishing & Newspapers,United States,United States,United States
"Quad/Graphics, Inc. ",NYSE,QUAD,Publishing & Newspapers,United States,United States,United States
R. R. Donnelley & Sons Company ,NYSE,RRD,Publishing & Newspapers,United States,United States,United States
"Salon City, Inc. ",OTCPK,SALN,Publishing & Newspapers,United States,United States,United States
Scholastic Corporation ,NasdaqGS,SCHL,Publishing & Newspapers,United States,United States,United States
"Silverton Adventures, Inc. ",OTCPK,SVAD,Publishing & Newspapers,United States,United States,United States
The Detroit Legal News Company ,OTCPK,DTRL,Publishing & Newspapers,United States,United States,United States
"The Goodheart-Willcox Company, Inc. ",OTCPK,GWOX,Publishing & Newspapers,United States,United States,United States
The Maple Press Company ,OTCPK,MAPL,Publishing & Newspapers,United States,United States,United States
The New York Times Company ,NYSE,NYT,Publishing & Newspapers,United States,United States,United States
Tribune Publishing Company ,NasdaqGM,TPCO,Publishing & Newspapers,United States,United States,United States
Acadia Realty Trust ,NYSE,AKR,R.E.I.T.,United States,United States,United States
"AG Mortgage Investment Trust, Inc. ",NYSE,MITT,R.E.I.T.,United States,United States,United States
AGNC Investment Corp. ,NasdaqGS,AGNC,R.E.I.T.,United States,United States,United States
Agree Realty Corporation ,NYSE,ADC,R.E.I.T.,United States,United States,United States
"Alexander & Baldwin, Inc. ",NYSE,ALEX,R.E.I.T.,United States,United States,United States
"Alexander's, Inc. ",NYSE,ALX,R.E.I.T.,United States,United States,United States
"Alexandria Real Estate Equities, Inc. ",NYSE,ARE,R.E.I.T.,United States,United States,United States
"Alpine Income Property Trust, Inc. ",NYSE,PINE,R.E.I.T.,United States,United States,United States
"American Assets Trust, Inc. ",NYSE,AAT,R.E.I.T.,United States,United States,United States
"American Campus Communities, Inc. ",NYSE,ACC,R.E.I.T.,United States,United States,United States
American Church Mortgage Company ,OTCPK,ACMC,R.E.I.T.,United States,United States,United States
"American Finance Trust, Inc. ",NasdaqGS,AFIN,R.E.I.T.,United States,United States,United States
American Homes 4 Rent ,NYSE,AMH,R.E.I.T.,United States,United States,United States
American Tower Corporation ,NYSE,AMT,R.E.I.T.,United States,United States,United States
Americold Realty Trust ,NYSE,COLD,R.E.I.T.,United States,United States,United States
"Annaly Capital Management, Inc. ",NYSE,NLY,R.E.I.T.,United States,United States,United States
Anworth Mortgage Asset Corporation ,NYSE,ANH,R.E.I.T.,United States,United States,United States
Apartment Income REIT Corp. ,NYSE,AIRC,R.E.I.T.,United States,United States,United States
Apartment Investment and Management Company ,NYSE,AIV,R.E.I.T.,United States,United States,United States
"Apollo Commercial Real Estate Finance, Inc. ",NYSE,ARI,R.E.I.T.,United States,United States,United States
"Apple Hospitality REIT, Inc. ",NYSE,APLE,R.E.I.T.,United States,United States,United States
"Arbor Realty Trust, Inc. ",NYSE,ABR,R.E.I.T.,United States,United States,United States
Ares Commercial Real Estate Corporation ,NYSE,ACRE,R.E.I.T.,United States,United States,United States
Arlington Asset Investment Corp. ,NYSE,AAIC,R.E.I.T.,United States,United States,United States
"Armada Hoffler Properties, Inc. ",NYSE,AHH,R.E.I.T.,United States,United States,United States
"ARMOUR Residential REIT, Inc. ",NYSE,ARR,R.E.I.T.,United States,United States,United States
"Ashford Hospitality Trust, Inc. ",NYSE,AHT,R.E.I.T.,United States,United States,United States
"AvalonBay Communities, Inc. ",NYSE,AVB,R.E.I.T.,United States,United States,United States
"Belpointe REIT, Inc. ",OTCPK,BELP,R.E.I.T.,United States,United States,United States
"Bimini Capital Management, Inc. ",OTCPK,BMNM,R.E.I.T.,United States,United States,United States
"Blackstone Mortgage Trust, Inc. ",NYSE,BXMT,R.E.I.T.,United States,United States,United States
"Bluerock Residential Growth REIT, Inc. ",AMEX,BRG,R.E.I.T.,United States,United States,United States
"Boston Properties, Inc. ",NYSE,BXP,R.E.I.T.,United States,United States,United States
"Braemar Hotels & Resorts, Inc. ",NYSE,BHR,R.E.I.T.,United States,United States,United States
Brandywine Realty Trust ,NYSE,BDN,R.E.I.T.,United States,United States,United States
Brixmor Property Group Inc. ,NYSE,BRX,R.E.I.T.,United States,United States,United States
Broadmark Realty Capital Inc. ,NYSE,BRMK,R.E.I.T.,United States,United States,United States
"Broadstone Net Lease, Inc. ",NYSE,BNL,R.E.I.T.,United States,United States,United States
Brookfield Property REIT Inc. ,NasdaqGS,BPYU,R.E.I.T.,United States,United States,United States
BRT Apartments Corp. ,NYSE,BRT,R.E.I.T.,United States,United States,United States
Camden Property Trust ,NYSE,CPT,R.E.I.T.,United States,United States,United States
Capstead Mortgage Corporation ,NYSE,CMO,R.E.I.T.,United States,United States,United States
Capstead Mortgage Corporation ,NYSE,CMO,R.E.I.T.,United States,United States,United States
"CareTrust REIT, Inc. ",NasdaqGS,CTRE,R.E.I.T.,United States,United States,United States
"CatchMark Timber Trust, Inc. ",NYSE,CTT,R.E.I.T.,United States,United States,United States
"CBL & Associates Properties, Inc. ",OTCPK,CBLA.Q,R.E.I.T.,United States,United States,United States
"Cedar Realty Trust, Inc. ",NYSE,CDR,R.E.I.T.,United States,United States,United States
Chatham Lodging Trust ,NYSE,CLDT,R.E.I.T.,United States,United States,United States
Cherry Hill Mortgage Investment Corporation ,NYSE,CHMI,R.E.I.T.,United States,United States,United States
Chimera Investment Corporation ,NYSE,CIM,R.E.I.T.,United States,United States,United States
CIM Commercial Trust Corporation ,NasdaqGM,CMCT,R.E.I.T.,United States,United States,United States
Clipper Realty Inc. ,NYSE,CLPR,R.E.I.T.,United States,United States,United States
"Colony Capital, Inc. ",NYSE,CLNY,R.E.I.T.,United States,United States,United States
"Colony Credit Real Estate, Inc. ",NYSE,CLNC,R.E.I.T.,United States,United States,United States
"Columbia Property Trust, Inc. ",NYSE,CXP,R.E.I.T.,United States,United States,United States
Community Healthcare Trust Incorporated ,NYSE,CHCT,R.E.I.T.,United States,United States,United States
"Condor Hospitality Trust, Inc. ",AMEX,CDOR,R.E.I.T.,United States,United States,United States
"CoreCivic, Inc. ",NYSE,CXW,R.E.I.T.,United States,United States,United States
"CorEnergy Infrastructure Trust, Inc. ",NYSE,CORR,R.E.I.T.,United States,United States,United States
CorePoint Lodging Inc. ,NYSE,CPLG,R.E.I.T.,United States,United States,United States
CoreSite Realty Corporation ,NYSE,COR,R.E.I.T.,United States,United States,United States
Corporate Office Properties Trust ,NYSE,OFC,R.E.I.T.,United States,United States,United States
Cousins Properties Incorporated ,NYSE,CUZ,R.E.I.T.,United States,United States,United States
Crown Castle International Corp. ,NYSE,CCI,R.E.I.T.,United States,United States,United States
"CTO Realty Growth, Inc. ",AMEX,CTO,R.E.I.T.,United States,United States,United States
CubeSmart ,NYSE,CUBE,R.E.I.T.,United States,United States,United States
"CV Holdings, Inc. ",OTCPK,CVHL,R.E.I.T.,United States,United States,United States
CyrusOne Inc. ,NasdaqGS,CONE,R.E.I.T.,United States,United States,United States
DiamondRock Hospitality Company ,NYSE,DRH,R.E.I.T.,United States,United States,United States
